food_category,plate_coverage_ratio,leftover_area_px,total_plate_area_px,color_variance,texture_score,brightness_mean,estimated_weight_grams,waste_percentage,waste_level
curry,0.91351,2289.81,50971.93,333.3487,283.4141,113.05,124.07,4.58,low
rice,1.0,274.04,46222.14,130.7636,181.5221,118.35,12.38,0.58,low
bread,0.80872,5773.55,43376.74,91.4295,155.3164,129.37,179.7,13.45,low
curry,0.92306,159.09,44021.16,370.4471,327.8796,99.25,8.39,0.34,low
mixed,0.93938,1058.58,42652.31,431.1957,383.7996,104.35,46.63,2.38,low
mixed,0.2645,29936.69,51283.84,217.6634,158.7572,137.29,1262.33,64.62,high
mixed,0.93555,5018.81,40151.16,385.9517,334.1241,127.13,223.25,13.32,low
bread,0.47077,23589.28,51221.97,48.8163,85.9371,125.48,674.37,43.38,high
salad,0.90367,2559.78,49395.99,552.5551,492.3167,144.8,97.85,4.72,low
bread,0.7946,9641.72,46469.61,62.5081,95.6092,119.96,266.77,21.78,medium
dessert,0.92312,4073.71,43906.53,197.1982,117.563,120.69,234.96,8.86,low
mixed,0.32678,29888.19,44604.74,259.1612,218.132,138.18,1476.26,68.29,high
curry,0.89596,5400.48,49059.73,358.3973,352.6912,113.94,248.82,10.59,low
vegetables,0.84939,5245.57,39576.03,463.5127,419.0802,147.3,208.14,12.25,low
dal,0.52067,16989.98,39531.36,76.7113,80.5205,116.8,771.05,39.38,medium
curry,0.82396,5318.07,46387.71,352.5074,282.7683,101.48,258.45,13.32,low
dessert,0.76726,12468.12,49274.14,214.7764,128.3189,92.87,714.37,25.94,medium
curry,0.37679,35417.95,54938.31,210.8798,192.8791,140.6,1827.49,64.52,high
salad,0.99222,2278.29,42555.25,577.9057,536.057,125.9,78.4,6.01,low
dessert,0.51678,19763.81,47840.55,157.183,108.514,130.43,1111.65,47.25,high
rice,0.983,4529.15,47742.89,144.4319,178.6153,128.22,193.83,10.2,low
vegetables,0.83381,9044.13,46754.21,451.2143,382.2245,124.57,354.8,20.77,medium
vegetables,0.42194,24930.32,46630.07,272.3993,261.0986,88.05,1056.4,54.5,high
vegetables,0.8364,7180.53,38512.19,427.3263,356.8711,115.91,276.9,21.61,medium
dal,0.89266,5422.64,47741.78,76.3972,59.1039,129.31,272.05,11.51,low
curry,1.0,149.43,45843.94,455.1785,311.5839,168.39,7.08,0.34,low
dal,0.80728,10353.36,46224.98,115.8365,69.9631,93.11,513.82,24.18,medium
salad,0.80148,6430.94,46626.33,550.3067,496.7183,145.04,220.26,15.78,medium
salad,0.98036,2663.43,43137.43,601.2969,498.8762,140.95,89.7,6.32,low
salad,0.79859,7465.84,50312.13,493.438,471.6411,135.44,285.06,17.01,medium
vegetables,0.32062,35906.93,50263.68,284.435,289.2468,116.25,1486.65,67.59,high
vegetables,0.72627,13913.26,46248.98,395.0904,388.4782,110.92,502.71,27.98,medium
curry,1.0,1608.39,44217.88,377.3081,329.9035,113.34,79.89,3.93,low
curry,0.80053,8517.46,45144.03,336.7249,291.2356,125.76,448.02,16.77,medium
salad,0.44261,17936.04,37946.36,406.7848,376.9006,124.72,578.63,52.38,high
mixed,0.42009,21460.21,40859.68,280.6177,241.8595,124.87,907.78,57.29,high
mixed,0.35333,32937.15,50320.94,262.0553,229.5949,145.7,1507.73,69.63,high
dessert,0.05868,49463.29,49463.29,60.3845,75.1086,154.11,2752.85,99.23,severe
rice,0.45763,19976.39,38207.95,44.288,122.2461,129.87,958.52,57.16,high
dessert,0.73189,10224.4,49083.83,181.2644,136.2622,129.2,580.2,22.38,medium
bread,0.45781,22857.83,38222.6,71.9397,125.6233,144.92,707.21,57.77,high
rice,0.76866,9609.1,45014.0,118.8149,122.6333,117.55,409.4,19.42,medium
bread,0.44303,30434.17,45315.79,68.5764,82.6084,125.9,897.21,64.85,high
vegetables,1.0,473.79,44081.68,480.5335,430.4495,115.94,20.21,1.06,low
mixed,0.75397,5119.95,43182.04,337.2074,319.8724,139.77,225.74,13.53,low
rice,0.89488,241.51,44241.26,153.8637,197.008,154.66,10.72,0.52,low
vegetables,0.58061,15152.79,41452.02,377.7255,310.9603,135.37,658.74,33.58,medium
rice,0.4178,26306.41,43313.79,72.9451,145.4513,136.8,1182.64,66.73,high
mixed,0.5977,17688.87,41720.65,277.3268,257.7394,109.64,775.66,39.89,medium
dessert,0.52049,28337.55,47683.12,125.3628,85.4189,141.08,1468.83,51.88,high
bread,0.47567,17063.58,39178.47,45.3813,75.6512,123.1,537.8,50.65,high
mixed,0.00703,49472.7,49472.7,134.3485,136.0064,152.77,2322.42,96.34,severe
bread,0.28746,34183.94,50475.12,116.5205,87.9992,141.91,996.72,67.36,high
salad,0.93512,1869.37,46674.43,566.2708,469.7623,134.57,66.84,4.64,low
vegetables,0.24143,33008.75,41481.04,198.2335,211.2856,108.94,1229.82,76.87,severe
vegetables,0.29428,31805.36,47202.21,255.8579,250.828,132.61,1364.7,65.71,high
curry,0.56528,21850.66,47416.13,276.4795,256.8152,113.38,1144.88,48.85,high
vegetables,0.39154,25365.19,42159.46,344.3845,303.8998,155.37,964.95,61.43,high
vegetables,0.60937,15677.73,33472.11,394.6151,323.5927,122.6,574.32,44.67,high
curry,0.62309,20314.54,43076.05,293.9426,291.4468,144.45,1115.27,41.64,high
dal,0.73321,9405.72,42175.45,31.427,94.4855,97.44,422.02,23.66,medium
curry,0.87064,7802.61,43405.47,353.0708,323.9637,121.85,389.06,17.07,medium
dessert,0.60636,16406.96,45314.94,229.3905,125.3126,124.84,945.52,42.28,high
rice,0.91408,3744.8,43263.65,79.8624,192.4938,113.24,160.49,9.66,low
bread,0.84785,7396.83,40844.04,81.5192,110.5731,97.65,224.17,19.96,medium
bread,0.83003,3871.82,43663.5,88.2152,106.5887,131.05,114.09,9.41,low
mixed,0.49542,24238.61,45930.87,306.8966,215.5285,117.6,1136.23,53.65,high
rice,0.39765,26266.41,44378.84,50.4343,113.9225,145.27,1108.55,57.26,high
salad,0.95865,1300.14,43437.84,586.802,474.5593,135.1,45.23,2.6,low
bread,0.81642,11884.03,52857.06,97.8522,126.5619,109.35,337.1,22.6,medium
rice,0.85165,7503.91,40754.1,127.8406,191.743,101.57,354.03,16.83,medium
dal,0.66968,13196.15,41770.86,87.1324,34.4057,168.95,621.07,33.29,medium
bread,1.0,140.24,46716.58,84.6539,100.5584,126.92,4.41,0.32,low
salad,0.94287,1258.5,42375.32,595.0482,492.576,132.67,41.76,3.25,low
curry,0.70913,9639.54,45615.29,307.591,276.8872,125.57,476.37,24.47,medium
vegetables,0.75548,14714.26,43025.06,367.4131,364.935,109.9,584.42,31.75,medium
dal,0.90063,3998.89,46160.29,111.0401,98.0375,119.11,205.09,9.5,low
curry,0.24013,41632.88,51326.63,170.4031,190.4192,107.27,2177.39,76.8,severe
mixed,0.03688,44717.59,44717.59,142.0715,127.2803,128.84,2045.12,99.93,severe
vegetables,0.07121,42839.1,44158.08,178.7257,199.4928,117.28,1792.82,95.13,severe
dal,0.70382,21228.33,50116.65,66.905,56.5732,117.3,1044.14,37.54,medium
vegetables,0.93047,3117.68,40374.62,451.459,399.5607,120.29,129.84,7.08,low
curry,0.82017,4803.98,31142.55,374.1501,308.0137,108.08,241.21,13.97,low
vegetables,0.61082,12227.63,36164.58,407.9352,332.1599,118.68,462.82,34.43,medium
rice,0.45072,23714.62,44524.37,105.4241,81.9867,109.47,1000.36,59.93,high
rice,0.95635,322.33,54864.46,113.3052,196.3499,137.88,15.91,0.67,low
dessert,0.90595,7440.41,49119.67,225.3335,86.0942,134.24,393.8,16.68,medium
vegetables,0.96934,1839.57,48560.86,468.3276,418.4806,117.44,68.25,3.35,low
mixed,0.80763,1306.06,39892.26,375.1483,273.2557,127.4,62.1,3.49,low
bread,0.70957,11717.24,41103.24,52.0193,129.0271,131.87,353.58,29.44,medium
salad,0.89243,3875.04,38255.36,532.4172,488.677,140.62,128.1,8.81,low
bread,0.3954,23626.49,41830.74,41.6904,110.2357,126.38,757.17,62.63,high
rice,0.82425,9435.53,37729.75,62.4128,178.6643,122.76,386.72,28.17,medium
dal,0.72819,14720.27,43802.39,79.8543,82.8905,166.66,653.62,31.44,medium
rice,0.78649,9922.5,52836.67,121.7898,156.0853,117.76,481.84,17.79,medium
curry,0.77141,7493.01,43202.15,333.7883,302.0117,135.02,365.27,18.81,medium
salad,0.99292,4042.88,40571.73,608.5767,553.2273,127.84,144.09,10.0,low
dessert,0.35644,31096.16,43698.87,135.1031,76.5279,139.41,1694.72,63.33,high
mixed,0.92625,2801.27,42735.37,396.352,336.8451,122.97,122.31,5.97,low
salad,0.41623,32197.3,50788.23,337.6979,324.1997,115.29,1032.95,55.74,high
mixed,0.7735,10332.3,46802.31,390.5601,331.7398,126.97,475.95,22.52,medium
dal,0.7993,5960.46,40614.0,69.7781,77.4858,127.73,288.18,14.96,low
dal,0.58507,21839.94,47137.82,67.2169,91.2142,132.4,1006.08,49.4,high
dal,0.75344,9566.15,44502.72,66.417,32.3124,114.52,438.55,25.17,medium
dal,0.88532,3420.83,43881.55,72.5975,40.814,99.12,180.38,8.07,low
dal,0.80868,6499.7,39428.08,112.3544,92.2968,141.97,326.49,18.33,medium
dal,0.75265,7154.21,36920.25,101.411,71.5261,117.51,374.64,20.84,medium
dal,0.47488,24057.26,48396.61,33.8422,60.1854,107.8,1047.12,57.99,high
curry,0.83284,10023.63,44630.45,370.7031,306.7154,111.34,455.14,20.46,medium
dal,0.74119,11892.97,45711.02,61.6919,84.9036,137.53,580.81,28.64,medium
bread,1.0,2866.42,53159.13,64.2427,125.1688,132.57,79.34,4.71,low
vegetables,0.19789,44831.06,47987.03,194.492,192.1205,95.96,1799.75,84.55,severe
dal,0.13791,44432.0,48888.2,34.6041,53.1357,156.6,2098.98,86.72,severe
vegetables,0.364,35617.06,51708.22,300.3001,243.6602,143.6,1468.87,59.97,high
curry,0.09662,51320.88,52238.02,201.7099,140.6716,144.38,2514.6,88.69,severe
salad,0.22436,30599.66,43209.76,263.3214,285.9483,144.42,1130.03,79.73,severe
dessert,0.41499,20318.06,43027.28,145.3958,94.3255,149.38,1142.8,50.86,high
rice,1.0,2578.13,39738.28,145.6397,149.8186,122.4,111.86,5.84,low
mixed,0.77646,15992.56,44536.25,364.3119,337.5245,147.43,772.04,32.88,medium
curry,0.32719,24767.99,35237.12,206.7153,202.5582,131.78,1144.32,68.15,high
vegetables,0.48972,23947.78,39969.45,301.851,275.6368,153.16,931.49,54.64,high
dessert,0.0905,49307.69,49307.69,123.4776,64.8322,193.43,2897.26,93.33,severe
vegetables,0.81222,11575.58,44873.0,421.2628,402.8115,115.6,429.63,22.74,medium
curry,0.88292,2283.16,40049.69,326.6686,321.0547,123.17,121.25,5.22,low
salad,0.31615,22993.16,46118.86,299.6866,281.2232,133.79,761.66,57.62,high
rice,0.9094,5670.05,47902.93,169.9258,151.2928,100.95,234.0,12.88,low
curry,0.81277,8510.92,40513.32,337.4327,261.0425,141.88,395.86,21.64,medium
bread,0.86987,5706.11,42132.4,91.441,123.651,122.79,169.91,13.19,low
dal,0.7692,12193.46,42977.85,110.824,82.8102,118.08,557.56,28.78,medium
mixed,0.77014,8272.11,42999.52,354.6425,291.2613,126.87,408.53,22.55,medium
dal,0.34296,31444.34,48583.46,41.9538,64.8901,115.1,1628.66,69.25,high
curry,0.10735,48023.24,48023.24,185.168,114.4903,137.32,2544.74,91.43,severe
dal,0.44125,30266.66,50207.83,55.1155,87.78,126.3,1559.5,56.29,high
bread,0.85656,4021.74,44013.0,82.8087,98.7751,122.73,121.66,10.11,low
dal,0.96197,2121.28,44510.88,97.9975,102.8859,142.92,100.14,4.21,low
dessert,0.69816,13236.74,43224.35,159.905,130.4617,110.68,667.31,31.36,medium
bread,0.88144,4463.68,47633.89,76.77,116.1976,108.8,130.61,10.71,low
bread,0.4321,28700.73,53375.67,29.1391,94.5849,116.08,852.81,59.07,high
dal,0.68037,16968.01,41523.25,67.4295,67.6345,133.46,801.46,36.57,medium
dal,0.39566,30837.73,45327.94,49.9487,22.9956,135.85,1423.41,61.6,high
dal,0.4297,25251.54,45264.51,64.3423,96.7308,171.89,1218.51,63.74,high
mixed,0.97673,1290.36,48396.54,399.0979,353.428,90.68,56.55,2.83,low
salad,0.38462,19962.99,46393.3,347.4458,287.9899,106.9,707.21,50.02,high
dessert,0.8732,10457.87,48630.09,201.5913,173.3265,98.81,529.9,23.0,medium
vegetables,0.90965,1482.38,45674.24,420.0524,398.0663,145.07,54.96,3.39,low
dal,1.0,1047.49,45908.33,129.6271,101.084,103.63,52.21,2.67,low
vegetables,0.66435,19074.78,47775.91,363.8274,321.5621,99.64,786.87,38.17,medium
mixed,0.36977,23583.01,44179.7,268.0765,198.2653,130.67,969.7,62.02,high
salad,1.0,1885.98,44546.71,613.8751,528.4551,141.06,70.8,3.8,low
vegetables,0.70396,14537.8,43735.99,360.7943,391.8222,118.54,622.71,32.1,medium
salad,0.82242,8017.85,44396.15,529.1233,459.1673,126.42,264.42,16.51,medium
curry,0.95257,7771.39,45092.01,375.5012,290.5549,114.89,358.72,17.56,medium
salad,0.93443,4385.91,48488.0,566.3474,481.9095,118.56,153.31,8.5,low
curry,0.62523,19781.52,46700.39,296.058,239.8163,136.75,1026.81,37.46,medium
vegetables,0.53366,18876.64,41140.92,317.1993,328.6023,139.81,687.06,43.45,high
rice,0.00294,49592.9,49592.9,18.9932,40.2943,119.53,2217.33,96.4,severe
curry,0.90549,3063.7,43920.51,336.9977,284.3258,109.21,157.25,7.96,low
dal,0.59632,16961.72,44567.04,7.1375,67.0347,134.52,833.34,38.39,medium
dessert,0.65467,10191.8,39569.56,194.0282,139.5866,118.93,563.11,25.54,medium
bread,0.29627,32920.69,44223.08,64.1888,92.3375,148.03,926.43,75.76,severe
salad,0.84857,6498.54,46772.21,507.0367,467.1943,97.71,234.67,15.72,medium
rice,0.86805,11719.72,58394.41,129.4973,157.8344,124.6,549.49,18.33,medium
dessert,0.90143,9456.84,45404.04,191.0755,145.5134,123.09,509.5,18.63,medium
vegetables,0.9892,1813.54,44134.07,471.0132,457.5841,116.17,68.9,4.74,low
dessert,0.66675,10308.43,41642.79,188.4372,94.545,121.7,616.29,28.63,medium
curry,0.94174,687.77,43517.54,348.9824,358.5755,96.57,33.82,1.4,low
bread,1.0,547.26,45217.73,84.8183,138.1554,111.71,17.03,1.14,low
bread,0.88422,5696.37,46824.01,66.3903,133.0557,146.45,171.72,12.99,low
salad,0.91164,5328.38,43342.91,569.8374,503.9436,121.19,173.22,11.88,low
vegetables,0.07711,39037.96,44638.75,176.0407,165.8098,131.86,1536.03,98.81,severe
vegetables,0.0,50166.64,54051.24,173.5584,143.4051,124.61,2068.95,99.05,severe
dal,0.17993,37384.39,44817.56,48.0576,54.4638,126.01,1652.35,81.22,severe
vegetables,0.58236,14873.61,41997.32,336.1572,343.3166,142.64,634.55,37.97,medium
dessert,0.97981,4542.36,37989.95,210.385,109.6538,117.7,254.89,11.59,low
dessert,0.65468,15702.83,43111.01,167.2966,116.5129,149.72,809.03,32.48,medium
dal,0.0743,35541.46,39395.0,63.6873,63.7717,125.54,1592.04,97.37,severe
curry,0.63634,16984.06,47086.04,305.7085,277.923,126.25,874.92,41.53,high
rice,0.42828,25679.82,38268.57,55.5642,136.6923,145.93,1047.6,60.45,high
vegetables,0.99631,1478.18,47650.02,474.2855,440.6846,103.48,53.79,2.95,low
curry,0.63048,10128.53,39374.27,268.4249,252.4243,107.74,514.52,28.66,medium
rice,0.89486,2533.79,47097.21,132.1738,170.7057,121.12,121.62,5.24,low
rice,0.54993,19036.66,45462.8,98.6071,114.985,119.98,829.52,47.92,high
vegetables,0.5241,22386.46,44232.98,327.573,289.1319,133.55,978.62,48.78,high
salad,0.96648,1194.32,42716.78,578.9074,514.0656,130.63,37.7,2.61,low
dal,0.71324,15428.95,44959.6,48.2927,108.0498,121.41,716.87,31.97,medium
dal,0.75975,12519.69,43676.17,81.9265,97.9454,124.83,544.24,26.65,medium
vegetables,0.65505,14222.09,42216.62,377.1398,349.6525,149.13,592.19,36.9,medium
bread,0.84919,8058.08,42403.07,147.702,150.8928,106.84,250.08,19.51,medium
mixed,0.89126,2468.71,45455.31,418.5007,342.3852,117.25,113.03,4.91,low
vegetables,0.69909,13771.93,43795.64,395.0141,398.7329,104.93,560.17,32.25,medium
rice,0.82493,6400.37,43821.29,123.0178,164.9723,118.9,305.59,13.87,low
salad,0.34239,26604.32,37306.04,328.4844,263.6057,127.77,942.93,67.2,high
vegetables,0.95339,4791.48,46635.35,465.1092,394.6475,107.48,193.62,10.36,low
salad,0.84428,3887.12,46255.56,506.3866,477.0649,109.18,149.08,9.21,low
bread,0.86715,4856.54,51902.69,70.0375,180.8538,135.17,155.63,8.2,low
vegetables,0.90613,5331.69,46832.34,418.1303,404.2519,118.19,199.26,11.21,low
mixed,0.90175,807.72,44164.6,406.0454,320.7713,143.14,33.93,1.95,low
mixed,0.78365,10768.93,42401.21,364.1411,302.9352,131.1,491.98,23.44,medium
rice,0.164,32766.88,38913.33,129.6833,95.1882,157.6,1417.43,74.29,severe
dal,0.86601,8560.76,46882.06,126.6905,85.6129,148.06,411.8,19.28,medium
dessert,0.77411,6823.66,43464.21,167.1318,125.6362,105.41,383.38,16.69,medium
salad,0.32277,21699.74,34444.56,273.6007,320.3273,112.28,697.28,61.9,high
curry,0.82576,8584.38,45482.95,347.1954,260.7973,134.48,468.58,19.12,medium
bread,0.16123,34054.5,46568.36,44.6068,77.4104,134.84,978.6,79.15,severe
curry,0.93611,6423.68,45543.85,392.715,292.3269,109.36,352.94,13.13,low
dal,0.94765,862.87,49102.2,97.0822,113.0976,106.02,41.89,1.55,low
vegetables,0.604,17430.62,41355.69,319.1652,338.2754,136.23,723.06,39.17,medium
bread,0.02269,51075.49,51483.12,19.1917,59.5249,132.32,1654.04,95.11,severe
bread,0.51982,17582.16,49287.26,63.4258,89.2911,144.13,546.08,41.73,high
bread,0.7132,10425.71,39609.24,113.7485,114.0149,132.33,311.22,27.02,medium
dal,0.46246,23080.35,48479.64,70.0847,46.2046,168.75,1074.69,47.19,high
dal,0.758,10737.57,50529.4,61.2125,99.6569,122.68,490.8,24.77,medium
salad,0.6292,13383.3,43395.58,438.2972,433.1298,148.63,450.32,27.95,medium
mixed,0.43712,16754.9,40869.36,238.0597,242.4892,122.74,685.36,45.51,high
mixed,0.76599,7804.3,42752.19,357.0824,295.0728,141.19,336.38,19.72,medium
bread,0.36654,25403.16,43036.09,73.454,110.0818,121.77,807.85,66.42,high
salad,0.23496,31536.59,43267.2,278.892,240.4343,133.73,1143.87,74.44,severe
salad,0.88904,5067.3,43906.04,575.1056,477.3171,127.85,186.0,11.44,low
curry,0.74979,7882.98,41350.91,312.9099,304.9274,115.35,364.52,19.33,medium
dessert,0.62186,18002.08,43315.69,183.7217,87.2581,111.07,1059.69,36.44,medium
bread,0.80386,7359.59,49679.25,78.7709,110.8146,135.95,228.54,16.95,medium
vegetables,0.97092,530.51,35870.17,442.1224,416.0018,120.34,19.94,1.54,low
vegetables,0.44907,23414.52,45994.92,256.6566,283.7135,132.35,870.7,52.27,high
rice,0.75978,16939.68,46996.58,57.793,159.8146,111.62,704.89,34.59,medium
dal,0.56474,13818.03,41379.29,52.4021,61.1827,118.01,607.7,39.03,medium
dessert,0.94216,2463.92,44599.18,216.3713,178.8071,101.41,136.88,5.6,low
bread,1.0,651.81,53988.35,101.1181,125.5763,115.35,18.47,1.4,low
bread,0.44571,24275.79,45202.34,19.148,69.6396,113.09,743.01,51.38,high
vegetables,0.6583,10052.47,36809.64,395.0995,343.0491,120.68,414.64,29.72,medium
mixed,0.90483,6288.76,46654.85,397.4867,341.1906,126.01,255.09,13.65,low
bread,0.49775,27445.73,52454.78,49.3556,58.4094,141.48,823.87,53.16,high
dessert,0.93093,6464.0,48148.74,175.8354,139.3707,125.18,342.19,12.19,low
bread,0.54776,17794.13,50999.1,58.9572,91.2227,124.25,487.04,39.27,medium
bread,0.96508,1418.4,43498.39,99.8035,118.238,111.35,40.69,3.75,low
dessert,0.32045,30157.59,49670.52,150.7095,92.0129,147.83,1694.76,63.09,high
rice,0.20307,44916.7,48268.86,75.3961,138.8521,137.51,1940.84,84.39,severe
dal,0.62731,22896.86,45982.8,79.5334,58.7093,99.17,1035.9,43.53,high
rice,0.55758,16996.23,51229.54,84.8015,129.0489,142.33,751.56,38.69,medium
mixed,0.99548,2497.56,39909.02,416.0839,366.8438,125.34,121.85,6.12,low
salad,0.55295,15217.25,44990.13,403.0125,369.3038,109.07,528.21,39.13,medium
mixed,0.85813,4219.88,48316.25,384.5284,304.2933,98.02,183.04,7.93,low
mixed,0.99048,4986.31,47999.52,421.1931,372.1221,124.99,203.81,10.0,low
dessert,0.97045,4207.75,47077.45,205.2776,138.0836,119.0,234.85,10.51,low
dessert,0.59193,15787.59,46415.28,209.4198,121.789,134.98,789.57,31.96,medium
dal,0.95623,687.12,41813.01,64.7196,60.9027,117.88,30.11,1.91,low
mixed,0.84696,7435.57,38577.39,402.8347,359.3516,132.45,304.84,19.31,medium
vegetables,0.42311,29420.55,47760.22,308.5441,263.053,122.08,1215.94,60.84,high
salad,0.8999,343.07,45699.09,528.3325,490.2022,138.33,12.69,0.83,low
bread,0.57237,19740.0,41984.53,69.3362,54.2911,110.84,533.34,52.76,high
salad,0.84244,3221.42,47401.81,534.4847,456.9051,118.5,121.54,6.41,low
dal,0.8897,4531.45,42020.27,98.9057,97.7963,89.61,196.79,11.99,low
bread,0.93582,2832.39,44494.93,132.2388,134.9541,107.74,78.29,6.33,low
vegetables,0.89738,6557.55,53610.48,453.3783,441.645,86.12,265.57,12.4,low
dal,0.3638,27173.75,37725.48,64.1505,50.6354,104.95,1329.43,64.46,high
dessert,0.6799,14260.18,37325.05,157.1195,114.271,118.95,849.41,34.93,medium
curry,0.8907,5091.75,49215.72,400.3299,292.7905,124.09,247.54,10.07,low
curry,0.75455,14537.64,56125.22,341.3149,315.5943,110.16,781.23,23.94,medium
salad,0.9598,2643.18,41761.58,587.4626,524.2107,143.05,91.16,6.12,low
curry,0.24541,28049.7,46576.76,203.4747,173.5342,111.48,1375.56,64.31,high
curry,0.99866,249.94,44132.69,416.2724,352.49,115.4,12.49,0.63,low
mixed,0.91779,5622.74,41196.0,371.6888,351.8364,149.66,269.93,12.09,low
dal,0.92838,4467.03,38075.48,127.583,90.3382,122.4,199.3,11.3,low
dal,0.37542,30033.77,43498.34,67.4632,47.7964,138.7,1341.76,60.64,high
bread,1.0,420.41,46047.24,33.9738,132.4681,101.79,12.82,0.97,low
dessert,0.10456,31217.54,40131.82,159.7865,84.0151,154.62,1843.19,91.5,severe
dal,0.19468,34364.78,46311.27,54.297,38.5635,113.14,1614.48,66.68,high
rice,0.82213,2966.37,43970.6,141.3767,162.1773,109.85,139.22,7.47,low
curry,0.88109,2296.85,44729.61,385.8604,283.7755,111.63,110.34,5.22,low
salad,0.71148,13965.33,46852.21,486.1015,397.9687,101.63,450.46,31.05,medium
bread,0.75888,13447.26,45641.08,101.9128,102.802,111.27,420.24,26.28,medium
vegetables,0.76179,8176.05,43170.6,387.496,409.5022,140.88,301.65,16.93,medium
mixed,1.0,1329.06,44776.26,407.0962,330.8753,110.01,61.06,2.96,low
mixed,0.80756,8064.3,42665.46,336.7078,335.695,114.88,375.54,20.21,medium
dessert,0.36835,33596.71,49426.28,116.1483,59.3855,144.07,1898.64,66.27,high
salad,0.91289,5240.65,46232.52,589.5966,494.4191,138.02,191.55,11.91,low
vegetables,0.85621,7664.95,49443.14,451.782,396.3476,145.59,337.1,17.41,medium
vegetables,0.8889,5101.86,42436.43,498.246,389.6276,107.95,208.18,12.64,low
bread,0.54428,19041.55,50889.38,55.0686,98.5471,145.74,524.34,41.44,high
salad,0.56228,13825.1,38573.49,407.5845,330.8396,130.21,440.36,40.31,high
rice,0.80665,13074.51,40726.45,122.5184,169.2605,96.54,535.08,30.64,medium
vegetables,0.85854,5224.66,44748.7,428.6182,382.5265,161.51,223.53,11.81,low
rice,0.29313,25621.79,40760.67,23.8325,120.3923,150.46,1138.78,67.99,high
mixed,0.72554,9985.32,50693.65,324.4982,322.9011,116.29,464.35,18.72,medium
dal,0.7277,8944.27,38229.71,99.3463,84.2445,138.35,411.09,26.66,medium
curry,0.0433,42717.39,43743.94,139.6062,114.4344,128.52,2192.62,94.72,severe
